,year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
1603,2016,2,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1103.0,351.0,53.23,2.21,218.97,0.76,75.84,41.0,0.0,23406.0,3507.0,282.0,13143.0,26.0,6448.0
1604,2016,2,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",319.0,103.0,22.3,0.0,62.66,0.0,18.04,13.0,0.0,7373.0,1851.0,0.0,3933.0,0.0,1589.0
1605,2016,2,NK,Spirit Air Lines,TPA,"Tampa, FL: Tampa International",390.0,145.0,29.87,0.97,87.1,0.0,27.06,11.0,0.0,10883.0,2335.0,87.0,6005.0,0.0,2456.0
1606,2016,2,NK,Spirit Air Lines,RSW,"Fort Myers, FL: Southwest Florida International",354.0,126.0,21.59,0.54,81.96,0.0,21.91,10.0,2.0,8280.0,1384.0,37.0,4890.0,0.0,1969.0
1607,2016,2,NK,Spirit Air Lines,LBE,"Latrobe, PA: Arnold Palmer Regional",101.0,28.0,6.53,0.0,11.71,0.0,9.76,1.0,0.0,2300.0,510.0,0.0,908.0,0.0,882.0
1608,2016,2,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",551.0,190.0,38.98,0.02,110.14,0.56,40.3,19.0,1.0,13640.0,3544.0,2.0,6039.0,15.0,4040.0
1609,2016,2,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",316.0,98.0,10.41,2.45,79.0,0.0,6.15,30.0,2.0,5834.0,439.0,155.0,4884.0,0.0,356.0
1610,2016,2,NK,Spirit Air Lines,OAK,"Oakland, CA: Metropolitan Oakland International",174.0,67.0,14.48,1.01,40.09,0.0,11.41,8.0,0.0,4509.0,761.0,64.0,2673.0,0.0,1011.0
1611,2016,2,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",174.0,58.0,10.47,0.93,35.6,0.0,11.0,11.0,0.0,5053.0,572.0,77.0,2964.0,0.0,1440.0
1612,2016,2,NK,Spirit Air Lines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",58.0,27.0,6.17,0.0,16.93,0.0,3.89,3.0,0.0,2072.0,658.0,0.0,1107.0,0.0,307.0
1613,2016,2,HA,Hawaiian Airlines Inc.,PPG,"Pago Pago, TT: Pago Pago International",9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,0.0,0.0
1614,2016,2,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",580.0,215.0,28.13,1.53,140.11,0.0,45.23,21.0,0.0,13590.0,2081.0,49.0,8023.0,0.0,3437.0
1615,2016,2,NK,Spirit Air Lines,MYR,"Myrtle Beach, SC: Myrtle Beach International",219.0,59.0,8.38,0.73,40.24,0.61,9.04,16.0,0.0,4308.0,1106.0,39.0,2336.0,12.0,815.0
1616,2016,2,NK,Spirit Air Lines,ACY,"Atlantic City, NJ: Atlantic City International",290.0,93.0,15.27,0.83,56.86,0.0,20.04,14.0,0.0,6856.0,1087.0,77.0,4097.0,0.0,1595.0
1617,2016,2,NK,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",120.0,57.0,7.76,0.0,35.0,0.0,14.24,5.0,2.0,4778.0,647.0,0.0,2758.0,0.0,1373.0
1618,2016,2,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",37.0,10.0,1.16,0.0,4.07,0.0,4.77,3.0,0.0,565.0,45.0,0.0,309.0,0.0,211.0
1619,2016,2,NK,Spirit Air Lines,PDX,"Portland, OR: Portland International",58.0,20.0,2.02,0.0,11.24,0.0,6.74,0.0,0.0,2116.0,167.0,0.0,799.0,0.0,1150.0
1620,2016,2,NK,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",87.0,26.0,4.31,0.0,16.08,0.0,5.61,0.0,1.0,1854.0,260.0,0.0,943.0,0.0,651.0
1621,2016,2,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",116.0,36.0,4.74,0.0,21.62,0.06,9.58,3.0,0.0,1947.0,162.0,0.0,1008.0,1.0,776.0
1622,2016,2,NK,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",171.0,52.0,11.89,0.98,29.78,0.0,9.35,3.0,0.0,3773.0,645.0,114.0,2269.0,0.0,745.0
1623,2016,2,NK,Spirit Air Lines,BQN,"Aguadilla, PR: Rafael Hernandez",21.0,9.0,0.23,0.0,6.35,0.0,2.42,1.0,0.0,528.0,16.0,0.0,383.0,0.0,129.0
1624,2016,2,NK,Spirit Air Lines,STT,"Charlotte Amalie, VI: Cyril E King",29.0,6.0,2.9,0.0,1.06,0.0,2.05,0.0,0.0,500.0,201.0,0.0,35.0,0.0,264.0
1625,2016,2,NK,Spirit Air Lines,PBG,"Plattsburgh, NY: Plattsburgh International",29.0,8.0,1.23,0.0,5.03,1.0,0.74,2.0,0.0,407.0,23.0,0.0,325.0,36.0,23.0
1626,2016,2,NK,Spirit Air Lines,SJU,"San Juan, PR: Luis Munoz Marin International",29.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,136.0,121.0,0.0,15.0,0.0,0.0
1627,2016,2,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3099.0,644.0,92.32,10.81,274.49,1.0,265.38,165.0,6.0,53926.0,10364.0,1904.0,22348.0,32.0,19278.0
1628,2016,2,OO,SkyWest Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",196.0,20.0,5.81,0.0,6.64,0.0,7.55,0.0,0.0,1119.0,351.0,0.0,168.0,0.0,600.0
1629,2016,2,OO,SkyWest Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",491.0,63.0,22.47,0.62,14.17,0.83,24.91,4.0,1.0,3726.0,1272.0,139.0,487.0,74.0,1754.0
1630,2016,2,OO,SkyWest Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",192.0,22.0,9.5,0.0,2.24,0.61,9.65,3.0,0.0,2487.0,722.0,0.0,108.0,19.0,1638.0
1631,2016,2,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1228.0,127.0,36.96,2.77,16.36,0.0,70.9,7.0,0.0,10864.0,5944.0,389.0,578.0,0.0,3953.0
1632,2016,2,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1900.0,328.0,53.93,13.07,119.17,0.17,141.66,15.0,9.0,20796.0,5704.0,876.0,4351.0,6.0,9859.0
1633,2016,2,OO,SkyWest Airlines Inc.,TUS,"Tucson, AZ: Tucson International",588.0,71.0,31.89,3.0,11.99,0.79,23.33,3.0,2.0,4365.0,2097.0,188.0,418.0,19.0,1643.0
1634,2016,2,OO,SkyWest Airlines Inc.,FLG,"Flagstaff, AZ: Flagstaff Pulliam",147.0,15.0,6.4,0.0,2.71,0.0,5.89,3.0,0.0,772.0,305.0,0.0,85.0,0.0,382.0
1635,2016,2,OO,SkyWest Airlines Inc.,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",165.0,15.0,6.65,0.0,3.28,0.82,4.25,0.0,0.0,642.0,372.0,0.0,78.0,14.0,178.0
1636,2016,2,OO,SkyWest Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",485.0,75.0,28.47,1.47,16.53,0.0,28.53,5.0,1.0,5017.0,2236.0,177.0,573.0,0.0,2031.0
1637,2016,2,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3678.0,401.0,84.32,7.98,101.04,0.22,207.44,24.0,3.0,30256.0,9645.0,1160.0,2972.0,5.0,16474.0
1638,2016,2,OO,SkyWest Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",441.0,58.0,19.36,1.0,7.48,1.0,29.16,11.0,2.0,3309.0,1251.0,26.0,247.0,49.0,1736.0
1639,2016,2,OO,SkyWest Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",70.0,5.0,2.16,0.0,1.5,0.0,1.33,2.0,0.0,206.0,96.0,0.0,32.0,0.0,78.0
1640,2016,2,OO,SkyWest Airlines Inc.,SBP,"San Luis Obispo, CA: San Luis County Regional",245.0,23.0,9.22,0.0,4.12,0.0,9.66,3.0,2.0,1124.0,524.0,0.0,87.0,0.0,513.0
1641,2016,2,OO,SkyWest Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",98.0,11.0,1.44,1.0,5.03,0.0,3.53,3.0,0.0,549.0,206.0,25.0,138.0,0.0,180.0
1642,2016,2,OO,SkyWest Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",160.0,24.0,10.83,0.0,3.22,0.0,9.95,3.0,2.0,1777.0,753.0,0.0,152.0,0.0,872.0
1643,2016,2,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",161.0,13.0,3.02,0.59,4.32,0.0,5.06,0.0,0.0,783.0,242.0,19.0,107.0,0.0,415.0
1644,2016,2,OO,SkyWest Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",257.0,42.0,11.3,0.06,17.23,0.0,13.41,3.0,0.0,2112.0,711.0,3.0,548.0,0.0,850.0
1645,2016,2,OO,SkyWest Airlines Inc.,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",663.0,137.0,47.32,9.42,45.02,0.0,35.24,49.0,12.0,7128.0,2452.0,773.0,1713.0,0.0,2190.0
1646,2016,2,OO,SkyWest Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",235.0,39.0,10.78,1.82,12.17,0.0,14.24,7.0,0.0,3075.0,1054.0,192.0,501.0,0.0,1328.0
1647,2016,2,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1175.0,249.0,59.15,1.79,47.99,0.0,140.07,17.0,3.0,21997.0,8548.0,59.0,1791.0,0.0,11599.0
1648,2016,2,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2712.0,438.0,103.5,12.6,129.5,1.05,191.35,80.0,2.0,35294.0,14675.0,3314.0,4126.0,18.0,13161.0
1649,2016,2,OO,SkyWest Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",248.0,32.0,11.23,0.0,5.02,0.0,15.76,4.0,0.0,2509.0,974.0,0.0,217.0,0.0,1318.0
1650,2016,2,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1260.0,156.0,46.91,4.31,44.42,1.33,59.02,13.0,1.0,9574.0,4069.0,396.0,1483.0,21.0,3605.0
1651,2016,2,OO,SkyWest Airlines Inc.,MOT,"Minot, ND: Minot International",162.0,22.0,7.64,1.0,9.43,0.0,3.94,6.0,1.0,1893.0,1005.0,307.0,268.0,0.0,313.0
1652,2016,2,OO,SkyWest Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",136.0,13.0,4.67,0.0,4.57,0.0,3.76,1.0,1.0,848.0,356.0,0.0,154.0,0.0,338.0
1653,2016,2,OO,SkyWest Airlines Inc.,GFK,"Grand Forks, ND: Grand Forks International",111.0,22.0,7.15,0.52,3.01,0.0,11.32,4.0,0.0,2122.0,1260.0,26.0,142.0,0.0,694.0
1654,2016,2,OO,SkyWest Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",119.0,21.0,8.42,0.08,5.56,0.0,6.94,6.0,0.0,2489.0,1485.0,9.0,261.0,0.0,734.0
1655,2016,2,OO,SkyWest Airlines Inc.,ATW,"Appleton, WI: Appleton International",104.0,18.0,4.47,0.0,9.76,0.0,3.77,5.0,0.0,846.0,226.0,0.0,300.0,0.0,320.0
1656,2016,2,OO,SkyWest Airlines Inc.,BUR,"Burbank, CA: Bob Hope",367.0,40.0,14.39,0.32,8.78,0.0,16.51,8.0,0.0,2271.0,881.0,12.0,256.0,0.0,1122.0
1657,2016,2,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",3905.0,412.0,111.74,12.24,106.25,0.0,181.77,152.0,2.0,30432.0,11621.0,786.0,4787.0,0.0,13238.0
1658,2016,2,OO,SkyWest Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",24.0,7.0,1.91,0.97,2.04,0.0,2.08,1.0,0.0,354.0,120.0,29.0,106.0,0.0,99.0
1659,2016,2,OO,SkyWest Airlines Inc.,CPR,"Casper, WY: Casper/Natrona County International",83.0,10.0,3.96,1.8,3.14,0.0,1.1,3.0,0.0,742.0,302.0,222.0,174.0,0.0,44.0
1660,2016,2,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2989.0,563.0,84.57,8.49,196.01,0.93,273.0,101.0,4.0,46020.0,10050.0,929.0,16114.0,124.0,18803.0
1661,2016,2,OO,SkyWest Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",96.0,18.0,4.66,0.0,7.77,0.0,5.57,2.0,0.0,1084.0,364.0,0.0,254.0,0.0,466.0
1662,2016,2,OO,SkyWest Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",455.0,77.0,27.54,2.3,19.96,0.0,27.2,10.0,4.0,5573.0,1720.0,678.0,885.0,0.0,2290.0
1663,2016,2,OO,SkyWest Airlines Inc.,BJI,"Bemidji, MN: Bemidji Regional",58.0,10.0,3.3,0.0,4.65,0.0,2.05,1.0,0.0,634.0,400.0,0.0,111.0,0.0,123.0
1664,2016,2,OO,SkyWest Airlines Inc.,MEM,"Memphis, TN: Memphis International",55.0,11.0,4.95,0.0,3.51,0.0,2.54,0.0,0.0,676.0,433.0,0.0,85.0,0.0,158.0
1665,2016,2,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",388.0,67.0,30.48,0.43,17.43,1.0,17.66,4.0,1.0,4787.0,2869.0,16.0,516.0,179.0,1207.0
1666,2016,2,OO,SkyWest Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",33.0,2.0,0.86,0.0,0.14,0.0,1.0,0.0,1.0,188.0,19.0,0.0,3.0,0.0,166.0
1667,2016,2,OO,SkyWest Airlines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",266.0,38.0,11.5,0.0,11.95,0.0,14.56,5.0,0.0,1802.0,463.0,0.0,411.0,0.0,928.0
1668,2016,2,OO,SkyWest Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",167.0,27.0,6.91,0.33,9.41,0.0,10.34,8.0,0.0,1122.0,187.0,11.0,272.0,0.0,652.0
1669,2016,2,OO,SkyWest Airlines Inc.,PDX,"Portland, OR: Portland International",638.0,75.0,22.43,0.0,16.82,0.0,35.75,4.0,0.0,4116.0,1877.0,0.0,387.0,0.0,1852.0
1670,2016,2,OO,SkyWest Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",115.0,22.0,5.49,0.0,6.03,0.0,10.47,0.0,0.0,1215.0,334.0,0.0,241.0,0.0,640.0
1671,2016,2,OO,SkyWest Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",177.0,29.0,9.4,0.0,10.23,0.0,9.37,10.0,0.0,1413.0,477.0,0.0,300.0,0.0,636.0
1672,2016,2,OO,SkyWest Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",140.0,30.0,11.57,0.4,8.22,0.0,9.81,2.0,1.0,1699.0,786.0,24.0,241.0,0.0,648.0
1673,2016,2,OO,SkyWest Airlines Inc.,SBN,"South Bend, IN: South Bend International",322.0,63.0,15.64,1.12,19.85,0.0,26.4,13.0,2.0,3956.0,858.0,183.0,734.0,0.0,2181.0
1674,2016,2,OO,SkyWest Airlines Inc.,SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",113.0,8.0,2.79,0.0,1.66,0.0,3.55,1.0,14.0,395.0,111.0,0.0,37.0,0.0,247.0
1675,2016,2,OO,SkyWest Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",661.0,118.0,35.56,0.8,23.67,0.19,57.79,4.0,4.0,6841.0,2494.0,55.0,893.0,6.0,3393.0
1676,2016,2,OO,SkyWest Airlines Inc.,MSO,"Missoula, MT: Missoula International",115.0,17.0,6.6,1.36,3.85,0.0,5.19,0.0,2.0,1073.0,264.0,90.0,185.0,0.0,534.0
1677,2016,2,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",571.0,126.0,36.16,2.72,37.82,0.0,49.3,11.0,2.0,6973.0,2695.0,141.0,1247.0,0.0,2890.0
1678,2016,2,OO,SkyWest Airlines Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",311.0,72.0,18.27,2.31,19.46,0.0,31.96,7.0,0.0,4836.0,1484.0,194.0,673.0,0.0,2485.0
1679,2016,2,OO,SkyWest Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",14.0,3.0,1.75,0.0,0.4,0.0,0.85,0.0,0.0,155.0,95.0,0.0,14.0,0.0,46.0
1680,2016,2,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",185.0,50.0,9.28,3.05,25.82,0.0,11.84,5.0,1.0,2818.0,606.0,244.0,877.0,0.0,1091.0
1681,2016,2,OO,SkyWest Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",481.0,89.0,29.06,3.45,26.13,0.0,30.36,12.0,2.0,6408.0,2484.0,360.0,1068.0,0.0,2496.0
1682,2016,2,OO,SkyWest Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",195.0,34.0,8.34,0.0,7.64,0.0,18.01,5.0,0.0,2406.0,904.0,0.0,312.0,0.0,1190.0
1683,2016,2,OO,SkyWest Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",100.0,15.0,7.17,2.09,2.62,0.0,3.12,3.0,0.0,1128.0,463.0,121.0,191.0,0.0,353.0
1684,2016,2,OO,SkyWest Airlines Inc.,TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",81.0,16.0,3.98,1.27,8.66,0.0,2.09,2.0,0.0,907.0,210.0,180.0,341.0,0.0,176.0
1685,2016,2,OO,SkyWest Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",133.0,10.0,3.07,0.0,3.93,0.0,3.0,1.0,0.0,550.0,175.0,0.0,126.0,0.0,249.0
1686,2016,2,OO,SkyWest Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",161.0,29.0,7.31,1.29,10.95,0.0,9.45,5.0,0.0,2093.0,696.0,162.0,417.0,0.0,818.0
1687,2016,2,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1346.0,157.0,30.58,1.22,39.05,0.39,85.75,3.0,6.0,10588.0,3627.0,40.0,1256.0,13.0,5652.0
1688,2016,2,OO,SkyWest Airlines Inc.,JMS,"Jamestown, ND: Jamestown Regional",72.0,11.0,2.99,1.0,5.0,0.0,2.01,2.0,4.0,955.0,131.0,607.0,87.0,0.0,130.0
1689,2016,2,OO,SkyWest Airlines Inc.,ONT,"Ontario, CA: Ontario International",446.0,63.0,19.37,0.0,9.3,0.0,34.33,12.0,0.0,3889.0,983.0,0.0,271.0,0.0,2635.0
1690,2016,2,OO,SkyWest Airlines Inc.,CMX,"Hancock/Houghton, MI: Houghton County Memorial",58.0,16.0,6.06,1.0,3.99,0.0,4.95,5.0,1.0,1086.0,447.0,65.0,211.0,0.0,363.0
1691,2016,2,OO,SkyWest Airlines Inc.,OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",17.0,6.0,2.48,0.0,0.03,0.0,3.5,0.0,0.0,593.0,104.0,0.0,4.0,0.0,485.0
1692,2016,2,OO,SkyWest Airlines Inc.,DLH,"Duluth, MN: Duluth International",174.0,28.0,5.88,0.0,10.46,0.0,11.67,5.0,0.0,1235.0,337.0,0.0,331.0,0.0,567.0
1693,2016,2,OO,SkyWest Airlines Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",163.0,35.0,9.22,1.34,9.21,0.0,15.23,9.0,0.0,2776.0,789.0,213.0,352.0,0.0,1422.0
1694,2016,2,OO,SkyWest Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",65.0,11.0,0.76,0.0,4.61,0.0,5.63,1.0,0.0,875.0,69.0,0.0,200.0,0.0,606.0
1695,2016,2,OO,SkyWest Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",140.0,23.0,9.71,0.68,5.87,0.0,6.74,3.0,0.0,1325.0,763.0,73.0,151.0,0.0,338.0
1696,2016,2,OO,SkyWest Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",453.0,69.0,22.41,1.65,9.95,0.0,35.0,6.0,0.0,5081.0,1915.0,142.0,347.0,0.0,2677.0
1697,2016,2,OO,SkyWest Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",116.0,9.0,3.03,0.15,4.35,0.0,1.47,3.0,0.0,416.0,160.0,7.0,201.0,0.0,48.0
1698,2016,2,OO,SkyWest Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",83.0,8.0,3.0,0.59,1.58,0.0,2.83,3.0,0.0,331.0,121.0,24.0,56.0,0.0,130.0
1699,2016,2,OO,SkyWest Airlines Inc.,GEG,"Spokane, WA: Spokane International",193.0,27.0,15.43,1.0,5.3,0.0,5.27,1.0,0.0,1690.0,863.0,97.0,206.0,0.0,524.0
1700,2016,2,OO,SkyWest Airlines Inc.,FNT,"Flint, MI: Bishop International",43.0,11.0,2.72,0.0,3.5,0.0,4.78,1.0,0.0,526.0,105.0,0.0,142.0,0.0,279.0
1701,2016,2,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",10.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,46.0,0.0,0.0
1702,2016,2,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",193.0,38.0,16.1,2.45,6.13,0.0,13.32,0.0,0.0,1814.0,898.0,84.0,229.0,0.0,603.0
1703,2016,2,OO,SkyWest Airlines Inc.,ISN,"Williston, ND: Sloulin Field International",155.0,12.0,4.97,0.9,4.69,0.0,1.44,3.0,1.0,316.0,119.0,35.0,117.0,0.0,45.0
1704,2016,2,OO,SkyWest Airlines Inc.,GTF,"Great Falls, MT: Great Falls International",107.0,10.0,6.2,0.0,1.04,0.0,2.77,3.0,1.0,876.0,522.0,0.0,40.0,0.0,314.0
1705,2016,2,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",261.0,38.0,19.79,0.21,4.22,0.0,13.78,0.0,0.0,2939.0,1693.0,61.0,183.0,0.0,1002.0
1706,2016,2,OO,SkyWest Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",656.0,119.0,35.94,4.82,48.0,0.0,30.24,21.0,1.0,6672.0,2181.0,372.0,2118.0,0.0,2001.0
1707,2016,2,OO,SkyWest Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",89.0,13.0,5.93,0.0,4.29,0.0,2.77,2.0,0.0,489.0,277.0,0.0,148.0,0.0,64.0
1708,2016,2,OO,SkyWest Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",90.0,19.0,4.99,0.0,12.55,0.0,1.45,1.0,0.0,801.0,324.0,0.0,427.0,0.0,50.0
1709,2016,2,OO,SkyWest Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",112.0,24.0,12.75,0.0,4.19,0.0,7.06,4.0,0.0,1193.0,661.0,0.0,163.0,0.0,369.0
1710,2016,2,OO,SkyWest Airlines Inc.,MLI,"Moline, IL: Quad City International",29.0,8.0,1.61,0.0,5.53,0.0,0.87,0.0,0.0,564.0,301.0,0.0,202.0,0.0,61.0
1711,2016,2,OO,SkyWest Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",65.0,10.0,1.99,0.0,5.4,0.0,2.61,1.0,1.0,299.0,98.0,0.0,152.0,0.0,49.0
1712,2016,2,OO,SkyWest Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",196.0,33.0,14.93,0.91,10.3,0.0,6.86,1.0,0.0,1414.0,737.0,24.0,262.0,0.0,391.0
1713,2016,2,OO,SkyWest Airlines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",166.0,22.0,5.13,0.0,5.28,0.0,11.59,4.0,0.0,1211.0,341.0,0.0,236.0,0.0,634.0
1714,2016,2,OO,SkyWest Airlines Inc.,ACV,"Arcata/Eureka, CA: Arcata",116.0,20.0,7.76,2.0,3.22,0.0,7.03,5.0,0.0,1784.0,758.0,147.0,144.0,0.0,735.0
1715,2016,2,OO,SkyWest Airlines Inc.,GCC,"Gillette, WY: Gillette Campbell County",83.0,9.0,2.82,1.0,1.4,0.0,3.78,4.0,0.0,455.0,172.0,21.0,40.0,0.0,222.0
1716,2016,2,OO,SkyWest Airlines Inc.,ABR,"Aberdeen, SD: Aberdeen Regional",58.0,7.0,5.63,0.0,1.0,0.0,0.37,1.0,0.0,439.0,363.0,0.0,59.0,0.0,17.0
1717,2016,2,OO,SkyWest Airlines Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",73.0,21.0,3.28,0.0,6.72,0.0,11.0,0.0,0.0,1687.0,449.0,0.0,244.0,0.0,994.0
1718,2016,2,OO,SkyWest Airlines Inc.,APN,"Alpena, MI: Alpena County Regional",50.0,14.0,5.29,1.0,2.47,0.0,5.23,3.0,0.0,1115.0,546.0,93.0,123.0,0.0,353.0
1719,2016,2,OO,SkyWest Airlines Inc.,ESC,"Escanaba, MI: Delta County",50.0,9.0,2.0,0.0,1.5,0.0,5.5,0.0,0.0,830.0,338.0,0.0,26.0,0.0,466.0
1720,2016,2,OO,SkyWest Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",158.0,29.0,11.55,0.39,8.74,0.0,8.32,2.0,0.0,1772.0,566.0,21.0,329.0,0.0,856.0
1721,2016,2,OO,SkyWest Airlines Inc.,LAN,"Lansing, MI: Capital Region International",75.0,11.0,2.6,0.0,2.59,0.86,4.96,2.0,0.0,540.0,152.0,0.0,109.0,18.0,261.0
1722,2016,2,OO,SkyWest Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,2016,2,OO,SkyWest Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",90.0,17.0,6.03,0.0,2.55,0.0,8.42,1.0,0.0,963.0,283.0,0.0,76.0,0.0,604.0
1724,2016,2,OO,SkyWest Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",68.0,7.0,3.0,0.0,2.01,0.0,1.99,1.0,2.0,230.0,73.0,0.0,73.0,0.0,84.0
1725,2016,2,OO,SkyWest Airlines Inc.,ELP,"El Paso, TX: El Paso International",39.0,2.0,0.18,0.0,0.82,0.0,1.0,2.0,0.0,62.0,6.0,0.0,28.0,0.0,28.0
1726,2016,2,OO,SkyWest Airlines Inc.,SGU,"St. George, UT: St George Regional",161.0,18.0,5.68,0.0,8.67,0.0,3.65,0.0,0.0,639.0,203.0,0.0,286.0,0.0,150.0
1727,2016,2,OO,SkyWest Airlines Inc.,SPI,"Springfield, IL: Abraham Lincoln Capital",87.0,10.0,0.59,0.0,4.98,0.0,4.43,7.0,2.0,495.0,44.0,0.0,199.0,0.0,252.0
